,city,house_title,house_type,price,owner_name,no_of_reviews,rating,occupancy,occupancy_lst,no_of_guest,house_size,no_of_beds,no_of_baths,house,beds,bath
67,Manhattan,Midtown Sleep 6 Central Convenience,Entire apartment,177,Adam,228,5,"['6 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
229 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n229 Reviews'"", "" '\U000f0019\nVerified']""]",6, '1 bedroom', '1 bed', '1 bath',1,1,1
68,Manhattan,CONFI & LOVELY APARTMENT LOWER EAST!WALK EVERYWERE,Entire apartment,120,Antina,96,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
497 Reviews']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n497 Reviews']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
69,Manhattan,Central Park View-Free Museum Tickets-Private Room,Private room in apartment,100,Omar,76,5,"['3 guests', '1 bedroom', '3 beds', '1 private bath', '󰀄
102 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 private bath'"", "" '\U000f0004\n102 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '3 beds', '1 private bath',1,3,1
70,Manhattan,BEAUTIFUL 1 BEDROOM Heart of Upper East Side!!,Entire apartment,70,Albina,21,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
22 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n22 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
71,Manhattan,Spacious Luxury Wall Street Suite,Entire apartment,209,Vic,116,4.5,"['5 guests', '1 bedroom', '3 beds', '1 bath', '󰀄
116 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n116 Reviews'"", "" '\U000f0019\nVerified']""]",5, '1 bedroom', '3 beds', '1 bath',1,3,1
72,Manhattan,BEAUTIFUL 1 BEDROOM Heart of Upper East Side!!,Entire apartment,70,Albina,21,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
22 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n22 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
73,Manhattan,BEST LOCATION in MANHATTAN!,Entire apartment,164,Regina Kira,186,5,"['3 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
194 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n194 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '1 bed', '1 bath',1,1,1
74,Manhattan,NICE 1 BDR- TIMES SQ/MIDTOWN- 4 ppl,Entire apartment,120,Dc,169,4.5,"['4 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
342 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n342 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '1 bed', '1 bath',1,1,1
75,Manhattan,Spacious Luxury Wall Street Suite,Entire apartment,209,Vic,116,4.5,"['5 guests', '1 bedroom', '3 beds', '1 bath', '󰀄
116 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n116 Reviews'"", "" '\U000f0019\nVerified']""]",5, '1 bedroom', '3 beds', '1 bath',1,3,1
76,Manhattan,"Manhattan Room w/2 beds, near Central Park & Metro",Private room in apartment,95,Joo,94,5,"['3 guests', '1 bedroom', '2 beds', '1 shared bath', '󰀄
987 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 shared bath'"", "" '\U000f0004\n987 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1 shared bath',1,2,1
77,Manhattan,"BIG ONE BEDROOM LOFT!, COZY&CONFI Live Manhattan!",Entire loft,180,Matt,101,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
175 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n175 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1 bath',1,2,1
78,Manhattan,AMAZING DESIGNER TIMES SQUARE APARTMENT- BEAUTIFUL,Entire apartment,219,Charly,95,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
95 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n95 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
79,Manhattan,1 BEDROOM APARTMENT IN UPPER EAST,Entire apartment,177,Francesco,224,4,"['4 guests', '2 bedrooms', '1 bed', '1 bath', '󰀄
261 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '2 bedrooms'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n261 Reviews'"", "" '\U000f0019\nVerified']""]",4, '2 bedrooms', '1 bed', '1 bath',2,1,1
80,Manhattan,"1 BED ROOM ACCOMMODATION 4, 5 GUEST",Entire apartment,145,"Manny , Job",189,4.5,"['5 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
189 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n189 Reviews'"", "" '\U000f0019\nVerified']""]",5, '1 bedroom', '2 beds', '1 bath',1,2,1
81,Manhattan,SPACIOUS SUNNY STUDIO 5MIN TIMES SQ,Entire apartment,175,Lola,170,4.5,"['3 guests', 'Studio', '2 beds', '1 bath', '󰀄
170 Reviews', '󰀙
Verified']","[""['3 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n170 Reviews'"", "" '\U000f0019\nVerified']""]",3, 'Studio', '2 beds', '1 bath',0.5,2,1
82,Manhattan,Midtown great location private Apt,Entire apartment,151,George,204,4.5,"['3 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
205 Reviews']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n205 Reviews']""]",3, '1 bedroom', '1 bed', '1 bath',1,1,1
83,Manhattan,Modern 1 bedroom 5min Cental Park,Entire apartment,169,Lily,164,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
166 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n166 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1 bath',1,2,1
84,Manhattan,2 floor Apt w 300sqft Terrace,Entire apartment,195,Evan,66,4,"['3 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
72 Reviews', '󱄁
1 Reference', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n72 Reviews'"", "" '\U000f1101\n1 Reference'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1 bath',1,2,1
85,Manhattan,Traveller's Flat â Hell's Kitchen,Entire apartment,180,Marco,96,5,"['6 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
360 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n360 Reviews'"", "" '\U000f0019\nVerified']""]",6, '1 bedroom', '2 beds', '1 bath',1,2,1
86,Manhattan,"Manhattan, Gigantic Rm Nearby Central Park & Metro",Private room in house,109,Joo,170,5,"['5 guests', '1 bedroom', '3 beds', '2 shared baths', '󰀄
987 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '2 shared baths'"", "" '\U000f0004\n987 Reviews'"", "" '\U000f0019\nVerified']""]",5, '1 bedroom', '3 beds', '2 shared baths',1,3,2
87,Manhattan,True Two Bedroom Apartment in Lower Manhattan,Entire apartment,160,Arielle,212,4.5,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '󰀄
255 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n255 Reviews'"", "" '\U000f0019\nVerified']""]",4, '2 bedrooms', '2 beds', '1 bath',2,2,1
88,Manhattan,"Two double beds, New York, Chinatown, #2",Private room in apartment,130,Amiee,71,4.5,"['4 guests', '1 bedroom', '2 beds', '1 shared bath', '󰀄
175 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 shared bath'"", "" '\U000f0004\n175 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 shared bath',1,2,1
89,Manhattan,"Big, cozy & chic! 1BR Apt in Harlem",Entire apartment,100,Calatayud Family,183,5,"['4 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
275 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n275 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '1 bed', '1 bath',1,1,1
90,Manhattan,"Two double beds, New York, Chinatown, #2",Private room in apartment,130,Amiee,71,4.5,"['4 guests', '1 bedroom', '2 beds', '1 shared bath', '󰀄
175 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 shared bath'"", "" '\U000f0004\n175 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 shared bath',1,2,1
91,Manhattan,Best of SOHO Gorgeous 2 bedroom,Entire condominium,275,Arne,343,4.5,"['5 guests', '2 bedrooms', '2 beds', '1 bath', '󰀄
851 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n851 Reviews'"", "" '\U000f0019\nVerified']""]",5, '2 bedrooms', '2 beds', '1 bath',2,2,1
92,Manhattan,One Bedroom Mini studio - Free WIFI,Entire apartment,140,Nazleen,190,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
199 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n199 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1 bath',1,2,1
93,Manhattan,Charming Bedroom in hip Lower East Side!,Private room in apartment,65,Angie,114,4,"['3 guests', '1 bedroom', '1 bed', '1 shared bath', '󰀄
258 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\U000f0004\n258 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '1 bed', '1 shared bath',1,1,1
94,Manhattan,"Big, cozy & chic! 1BR Apt in Harlem",Entire apartment,100,Calatayud Family,183,5,"['4 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
275 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n275 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '1 bed', '1 bath',1,1,1
95,Manhattan,Huge 5BR Townhouse - LEGAL NYC B&B!,Entire townhouse,300,Elizabeth,136,5,"['13 guests', '5 bedrooms', '6 beds', '2.5 baths', '󰀄
137 Reviews', '󰀙
Verified']","[""['13 guests'"", "" '5 bedrooms'"", "" '6 beds'"", "" '2.5 baths'"", "" '\U000f0004\n137 Reviews'"", "" '\U000f0019\nVerified']""]",13, '5 bedrooms', '6 beds', '2.5 baths',5,6,2.5
96,Manhattan,Cozy Private studio-apartment,Entire apartment,110,Irina,55,5,"['4 guests', 'Studio', '2 beds', '1 bath', '󰀄
55 Reviews', '󰀙
Verified']","[""['4 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n55 Reviews'"", "" '\U000f0019\nVerified']""]",4, 'Studio', '2 beds', '1 bath',0.5,2,1
97,Manhattan,"Brownstone Sanctuary, a Private Studio Apartment",Private room in townhouse,124,Jacob,128,4.5,"['4 guests', '1 bedroom', '3 beds', '1 private bath', '󰀄
874 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 private bath'"", "" '\U000f0004\n874 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '3 beds', '1 private bath',1,3,1
98,Manhattan,"Gorgeous Space, Industrial NYC Apt",Entire apartment,149,Jetsan,259,4,"['8 guests', '2 bedrooms', '5 beds', '1 bath', '󰀄
569 Reviews', '󱄁
2 References', '󰀙
Verified']","[""['8 guests'"", "" '2 bedrooms'"", "" '5 beds'"", "" '1 bath'"", "" '\U000f0004\n569 Reviews'"", "" '\U000f1101\n2 References'"", "" '\U000f0019\nVerified']""]",8, '2 bedrooms', '5 beds', '1 bath',2,5,1
99,Manhattan,AMAZING 1 BR- TIME SQUARE-SLEEPS 4,Entire apartment,200,E. M.,324,4.5,"['4 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
1233 Reviews', '󱄁
1 Reference', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n1233 Reviews'"", "" '\U000f1101\n1 Reference'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '1 bed', '1 bath',1,1,1
100,Manhattan,Home Sweet Harlem,Entire apartment,130,Nykeisha,101,5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
101 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n101 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
101,Manhattan,Sweet 1-Bedroom in Upper East Side by Central Park,Entire apartment,130,Chuck,111,4.5,"['5 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
119 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n119 Reviews'"", "" '\U000f0019\nVerified']""]",5, '1 bedroom', '1 bed', '1 bath',1,1,1
102,Manhattan,Beautiful private studio near central park,Entire apartment,150,Lucia,151,4.5,"['3 guests', 'Studio', '1 bed', '1 bath', '󰀄
282 Reviews', '󰀙
Verified']","[""['3 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n282 Reviews'"", "" '\U000f0019\nVerified']""]",3, 'Studio', '1 bed', '1 bath',0.5,1,1
103,Manhattan,"Walk everywhere, See everything! 2BR Midtown West",Private room in apartment,150,Julien,98,5,"['7 guests', '2 bedrooms', '3 beds', '1 private bath', '󰀄
116 Reviews', '󰀙
Verified']","[""['7 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 private bath'"", "" '\U000f0004\n116 Reviews'"", "" '\U000f0019\nVerified']""]",7, '2 bedrooms', '3 beds', '1 private bath',2,3,1
104,Manhattan,"Manhattan, X Large Rm Near Central Park and Metro",Private room in apartment,109,Joo,157,4.5,"['4 guests', '1 bedroom', '2 beds', '1 shared bath', '󰀄
987 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 shared bath'"", "" '\U000f0004\n987 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 shared bath',1,2,1
105,Manhattan,Cozy Studio Apartment 2 Beds on Wall Street,Entire apartment,173,Jon,144,5,"['4 guests', 'Studio', '2 beds', '1 bath', '󰀄
144 Reviews', '󰀙
Verified']","[""['4 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n144 Reviews'"", "" '\U000f0019\nVerified']""]",4, 'Studio', '2 beds', '1 bath',0.5,2,1
106,Manhattan,Nice Private Studio Apartment,Entire apartment,120,Alexandra,116,4.5,"['4 guests', 'Studio', '2 beds', '1 bath', '󰀄
304 Reviews', '󰀙
Verified']","[""['4 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n304 Reviews'"", "" '\U000f0019\nVerified']""]",4, 'Studio', '2 beds', '1 bath',0.5,2,1
107,Manhattan,Manhattan Midtown West Cozy&Modern,Entire apartment,185,Al,246,4.5,"['3 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
298 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n298 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1 bath',1,2,1
108,Manhattan,Victorian Sanctuary in a Historic Brownstone,Private room in townhouse,98,Jacob,83,4.5,"['3 guests', '1 bedroom', '2 beds', '1 shared bath', '󰀄
874 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 shared bath'"", "" '\U000f0004\n874 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1 shared bath',1,2,1
109,Manhattan,Charming One Bed Room Apartment,Entire apartment,145,Olga,162,4,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
162 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n162 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
110,Manhattan,Private bedroom with queen bed and single bed.,Private room in apartment,76,Kate,92,4,"['3 guests', '1 bedroom', '2 beds', '1 private bath', '󰀄
255 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 private bath'"", "" '\U000f0004\n255 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1 private bath',1,2,1
111,Manhattan,Your Stunning Vacation Apartment!,Entire apartment,124,Will,308,4.5,"['16+ guests', '2 bedrooms', '2 beds', '1 bath', '󰀄
343 Reviews', '󱄁
9 References', '󰀙
Verified']","[""['16+ guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n343 Reviews'"", "" '\U000f1101\n9 References'"", "" '\U000f0019\nVerified']""]",16, '2 bedrooms', '2 beds', '1 bath',2,2,1
113,Manhattan,â¤ï¸ Furnished One Bedroom with Terrace!! âââââ,Entire apartment,149,Mark,95,5,"['4 guests', '1 bedroom', '3 beds', '1 bath', '󰀄
102 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n102 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '3 beds', '1 bath',1,3,1
114,Manhattan,Centrally Located Comfy 2BR Midtown Apartment,Entire apartment,229,Akon,98,5,"['6 guests', '2 bedrooms', '3 beds', '1 bath', '󰀄
98 Reviews', '󰀙
Verified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n98 Reviews'"", "" '\U000f0019\nVerified']""]",6, '2 bedrooms', '3 beds', '1 bath',2,3,1
115,Manhattan,Metro-luxe Tuscan Suite Private Room,Private room in apartment,75,Anne,272,4.5,"['4 guests', '1 bedroom', '1 bed', '1 shared bath', '󰀄
550 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\U000f0004\n550 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '1 bed', '1 shared bath',1,1,1
116,Manhattan,Times Square NYC Apartment,Entire apartment,149,Dana And Mal,143,4.5,"['4 guests', '1 bedroom', '3 beds', '1 bath', '󰀄
143 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n143 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '3 beds', '1 bath',1,3,1
117,Manhattan,Huge Private Bedroom/Private Bath in Times Sq/HK,Private room in apartment,149,Shawn,246,5,"['3 guests', '1 bedroom', '1 bed', '1 private bath', '󰀄
372 Reviews', '󱄁
3 References', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 private bath'"", "" '\U000f0004\n372 Reviews'"", "" '\U000f1101\n3 References'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '1 bed', '1 private bath',1,1,1
118,Manhattan,Two real bedrooms near Central Park,Entire apartment,179,Lang,195,4,"['7 guests', '2 bedrooms', '4 beds', '1 bath', '󰀄
274 Reviews']","[""['7 guests'"", "" '2 bedrooms'"", "" '4 beds'"", "" '1 bath'"", "" '\U000f0004\n274 Reviews']""]",7, '2 bedrooms', '4 beds', '1 bath',2,4,1
119,Manhattan,Peaceful & Cozy 1Br Apt in Residential Harlem,Entire apartment,115,Manuel,88,5,"['4 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
91 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n91 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '1 bed', '1 bath',1,1,1
120,Manhattan,Flex 2 Bedroom Apt w/ 3 Bed on Wall St (sleeps 5),Entire apartment,209,Jb,142,5,"['5 guests', '2 bedrooms', '3 beds', '1 bath', '󰀄
142 Reviews', '󰀙
Verified']","[""['5 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\U000f0004\n142 Reviews'"", "" '\U000f0019\nVerified']""]",5, '2 bedrooms', '3 beds', '1 bath',2,3,1
121,Manhattan,Spacious 2 Bedroom Lower East Side,Entire apartment,150,Sandra,156,5,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '󰀄
156 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n156 Reviews'"", "" '\U000f0019\nVerified']""]",4, '2 bedrooms', '2 beds', '1 bath',2,2,1
122,Manhattan,Charming Manhattan-Midtown Studio,Entire apartment,194,Roman,148,4.5,"['3 guests', 'Studio', '2 beds', '1 bath', '󰀄
152 Reviews', '󰀙
Verified']","[""['3 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n152 Reviews'"", "" '\U000f0019\nVerified']""]",3, 'Studio', '2 beds', '1 bath',0.5,2,1
123,Manhattan,Large Private Suite in the Heart of Midtown,Room in hotel,120,Stewart Hotel,3,4,"['4 guests', '1 bedroom', '1 bed', '1 shared bath', '󰀄
5 Reviews']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\U000f0004\n5 Reviews']""]",4, '1 bedroom', '1 bed', '1 shared bath',1,1,1
124,Manhattan,"Manhattan, Huge Room Near Central Park & Metro",Private room in apartment,109,Joo,143,5,"['4 guests', '1 bedroom', '2 beds', '2 shared baths', '󰀄
987 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '2 shared baths'"", "" '\U000f0004\n987 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '2 shared baths',1,2,2
125,Manhattan,"Midtown Times Square bright room, private bath",Private room in apartment,175,Troy,131,4.5,"['4 guests', '1 bedroom', '2 beds', '1 private bath', '󰀄
434 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 private bath'"", "" '\U000f0004\n434 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 private bath',1,2,1
126,Manhattan,"Midtown Times Square bright room, private bath",Private room in apartment,175,Troy,131,4.5,"['4 guests', '1 bedroom', '2 beds', '1 private bath', '󰀄
434 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 private bath'"", "" '\U000f0004\n434 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 private bath',1,2,1
127,Manhattan,TriBeCa 2500 Sq Ft w/ Priv Elevator,Entire loft,500,Chester & Jon,431,5,"['12 guests', '3 bedrooms', '3 beds', '2 baths', '󰀄
461 Reviews', '󰀙
Verified']","[""['12 guests'"", "" '3 bedrooms'"", "" '3 beds'"", "" '2 baths'"", "" '\U000f0004\n461 Reviews'"", "" '\U000f0019\nVerified']""]",12, '3 bedrooms', '3 beds', '2 baths',3,3,2
129,Manhattan,Sunny Artist Live/Work Apartment,Entire apartment,185,Larry,152,5,"['3 guests', '1 bedroom', '1 bed', '1 bath', '󰀄
154 Reviews', '󱄁
1 Reference', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\U000f0004\n154 Reviews'"", "" '\U000f1101\n1 Reference'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '1 bed', '1 bath',1,1,1
130,Manhattan,Vintage Loft Style Studio - Greenwich/Union Square,Entire apartment,250,Gina,125,5,"['4 guests', 'Studio', '2 beds', '1 bath', '󰀄
244 Reviews', '󰀙
Verified']","[""['4 guests'"", "" 'Studio'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n244 Reviews'"", "" '\U000f0019\nVerified']""]",4, 'Studio', '2 beds', '1 bath',0.5,2,1
131,Manhattan,private bedroom w/private bathroom on Central Park,Private room in apartment,160,Arlette,315,4.5,"['3 guests', '1 bedroom', '2 beds', '1 private bath', '󰀄
580 Reviews', '󱄁
2 References', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 private bath'"", "" '\U000f0004\n580 Reviews'"", "" '\U000f1101\n2 References'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1 private bath',1,2,1
132,Manhattan,Super cute 1 bedroom apartment close to TimeSquare,Entire apartment,137,Chris And Jamie,9,4.5,"['4 guests', '1 bedroom', '2 beds', '1 bath', '󰀄
192 Reviews', '󰀙
Verified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\U000f0004\n192 Reviews'"", "" '\U000f0019\nVerified']""]",4, '1 bedroom', '2 beds', '1 bath',1,2,1
133,Manhattan,Private bedroom with queen bed and single bed.,Private room in apartment,76,Kate,92,4,"['3 guests', '1 bedroom', '2 beds', '1 private bath', '󰀄
255 Reviews', '󰀙
Verified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 private bath'"", "" '\U000f0004\n255 Reviews'"", "" '\U000f0019\nVerified']""]",3, '1 bedroom', '2 beds', '1 private bath',1,2,1
